id,length,atomic_fraction,structure__id,structure__nsites,structure__nelement,structure__density,structure__spacegroup,structure__formula_full,structure__formula_reduced,structure__chemical_system,structure__formula_anonymous,structure__e_above_hull,structure__hostlattice__dimension,structure__matprojdata2__band_gap,structure__matprojdata2__cost_per_mol,structure__matprojdata2__cost_per_kg,structure__prototype2__name,structure__prototype2__formula_reduced,structure__prototype3__number,empiricalmeasures__dimensionality,empiricalmeasures__dimensionality_cumlengths,empiricalmeasuresb__ewald_energyb,empiricalmeasures__ionic_radii_overlap_cations,empiricalmeasures__ionic_radii_overlap_anions,relative__length,relative__barrier,vaspcalca__energy_barrier,empcorbarrier__barrier,vaspcalcb__energy_barrier
2647,3.065780892891168,0.5,mp-758604,8,3,4.47022088240165,122,Li2 Ag2 F4,LiAgF2,Ag-F-Li,ABC2,0.05354451500000046,3.0,1.3824,113.6684874082706,371.9372363871686,Chalcopyrite,FeCuS2,,3,3,-0.8037610226492689,0.11833432385813891,0.2926831732038506,0.0,0.0,0.2316444299999887,0.2461727920699938,0.0641540900000166
2691,3.0701321906682963,0.75,mp-9821,8,3,3.729353735449966,148,Rb1 Sb1 F6,RbSbF6,F-Rb-Sb,ABC6,0.0,1.0,4.9025,13248.594663792896,41244.84190643731,,,53.0,0,3,4.449252294655253,0.12757331283341422,-0.21272842985401885,0.14233348611732244,0.0,2.088582420000023,1.2656317485800126,
2683,2.77586397348652,0.5,mp-1281596,8,3,3.193492582008233,9,V2 O2 F4,VOF2,F-O-V,ABC2,0.00906391781252669,1.0,2.2758000000000003,36.516987050132514,173.99364020572878,,,1652.0,1,2,-1.6110181728654425,0.1364435313396426,0.2594004699286985,0.0014349661058144225,0.0,0.7176041900000314,0.5129647003100173,
2663,2.844178593123972,0.75,mp-1542401,8,3,3.6514315424860273,148,Mg1 Sn1 F6,MgSnF6,F-Mg-Sn,ABC6,0.0,0.0,4.9623,2.486006970468889,9.672974908725193,,,22.0,0,3,0.4359267849238222,0.13936814442997547,0.2554570984404072,0.008418124511941039,0.0,1.104318859999978,0.7252710541399879,
2659,2.8220650242534626,0.75,mp-1542401,8,3,3.6514315424860273,148,Mg1 Sn1 F6,MgSnF6,F-Mg-Sn,ABC6,0.0,0.0,4.9623,2.486006970468889,9.672974908725193,,,22.0,0,2,0.9099096544916847,0.13084051446560174,0.2475982600606108,0.000577645119902823,0.03821961770999882,1.1739356499999758,0.7634906718499868,
2670,3.2322602977867514,0.75,mvc-15834,8,3,2.8750530901670572,148,Ca1 Ni1 F6,CaNiF6,Ca-F-Ni,ABC6,0.0,0.0,2.1535,1.1141530109429725,5.236621004263343,,,22.0,0,3,2.2148408403757003,0.24394724260085932,-0.18154976720960248,0.2710227128080774,0.023936647049991988,1.3509116199999767,0.8606504793799873,
2685,2.776373431486554,0.5,mp-1281596,8,3,3.193492582008233,9,V2 O2 F4,VOF2,F-O-V,ABC2,0.00906391781252669,1.0,2.2758000000000003,36.516987050132514,173.99364020572878,,,1652.0,1,2,-1.6147809759163465,0.1339103973036182,0.2452908014179136,0.0016187607945561666,0.010324323809980829,0.7364098799999965,0.5232890241199981,
2645,3.4407654364951084,0.75,mp-1185348,8,2,2.6992831450333954,194,Li2 F6,LiF3,F-Li,AB3,0.13541592315500006,0.0,0.0,1.3397371708650156,10.477139477846057,,Ni3Sn,,2,3,,,,0.5773723888186144,0.0,-0.2912053600000206,-0.04087174264001134,
2658,2.8084740383093667,0.5,mp-759163,8,3,3.2819065510901106,15,V2 O2 F4,VOF2,F-O-V,ABC2,0.02891212468752702,1.0,1.1985999999999999,36.516987050132514,173.99364020572878,,,1652.0,1,2,-1.4684661870637683,0.14056892387422493,0.1905571032311717,0.01065212340789069,0.014929105229998907,0.45412835999997014,0.36831646963998366,
2700,2.895821021581851,0.75,mp-1539819,8,3,4.895983965879042,148,Zn1 W1 F6,ZnWF6,F-W-Zn,ABC6,0.0,0.0,0.0,6.866087318955227,18.902373912087786,,,22.0,0,3,1.044416872632155,0.13936760542185,0.2441007054350024,0.024908201602987796,0.0,0.8558645699999943,0.5888696489299969,
2671,4.340107306206524,0.5,mp-758604,8,3,4.47022088240165,122,Li2 Ag2 F4,LiAgF2,Ag-F-Li,ABC2,0.05354451500000046,3.0,1.3824,113.6684874082706,371.9372363871686,Chalcopyrite,FeCuS2,,1,3,0.5958929649268612,0.18228050883227476,0.6134796147257902,0.41566128103617,0.49583221578000125,1.1347996499999908,0.742005007849995,
2694,3.232740554157226,0.5,mp-677103,8,3,3.156557239826126,46,Rb2 H2 F4,RbHF2,F-H-Rb,ABC2,0.0017255562500002597,0.0,6.6749,26495.50249236447,106431.10978213565,F2HK,KHF2,,1,1,1.8453902028940092,,,0.4051896218961551,0.016525185479979054,2.2163706399999796,1.3357874813599888,
2704,2.9216001314203743,0.75,mp-1539819,8,3,4.895983965879042,148,Zn1 W1 F6,ZnWF6,F-W-Zn,ABC6,0.0,0.0,0.0,6.866087318955227,18.902373912087786,,,22.0,0,3,0.43308816579133236,0.14780842760994428,0.2026768743739007,0.03403211530712066,0.14196663467999648,1.114455889999988,0.7308362836099934,
2699,3.2701627794831163,0.5,mp-677103,8,3,3.156557239826126,46,Rb2 H2 F4,RbHF2,F-H-Rb,ABC2,0.0017255562500002597,0.0,6.6749,26495.50249236447,106431.10978213565,F2HK,KHF2,,1,2,1.990430403463165,,,0.42145610594436517,0.0,2.1862701200000174,1.3192622958800098,
2646,3.476313977592136,0.75,mp-1185348,8,2,2.6992831450333954,194,Li2 F6,LiF3,F-Li,AB3,0.13541592315500006,0.0,0.0,1.3397371708650156,10.477139477846057,,Ni3Sn,,1,3,,,,0.5936691368022122,0.6914312863200106,0.9682323199999985,0.6505595436799992,
2713,3.4519814658884216,0.75,mp-975422,8,2,2.801996308972586,63,Rb2 F6,RbF3,F-Rb,AB3,0.14504697062500194,3.0,1.0560999999999998,26495.569604415025,92991.0497046362,,,4889.0,1,2,,,,0.7487641413907734,0.32817788757000915,1.0889918400000056,0.7168565201600031,
2729,2.938811173966386,0.75,mp-9144,8,3,3.195800349726718,148,Li1 As1 F6,LiAsF6,As-F-Li,ABC6,0.0,0.0,,0.8495864494344012,4.3378777268703965,,,22.0,0,3,4.663897255847587,0.1752247549958701,0.1697353362892695,0.17271019838637186,0.04937777369998031,2.211364739999965,1.3330392422599808,
2731,4.286770827688909,0.5,mp-24668,8,3,3.6998175513092737,140,Cs2 H2 F4,CsHF2,Cs-F-H,ABC2,0.0,0.0,6.5123,16427.256479483844,47778.59791800599,F2HK,KHF2,,1,3,3.1214618897859054,,,0.8577203994158397,0.0,2.4592492599999787,1.4691278437399884,
2667,4.2786611404671175,0.5,mp-758604,8,3,4.47022088240165,122,Li2 Ag2 F4,LiAgF2,Ag-F-Li,ABC2,0.05354451500000046,3.0,1.3824,113.6684874082706,371.9372363871686,Chalcopyrite,FeCuS2,,1,3,1.3814223974496826,0.2074723578943909,0.8375987624191756,0.39561869877535494,0.8536658481000025,1.7865913299999931,1.0998386401699962,
2714,3.571607338147803,0.75,mp-975422,8,2,2.801996308972586,63,Rb2 F6,RbF3,F-Rb,AB3,0.14504697062500194,3.0,1.0560999999999998,26495.569604415025,92991.0497046362,,,4889.0,1,3,,,,0.8093662731973992,0.0,0.49121790999998893,0.38867863258999397,
2698,3.4237779423217813,0.75,mp-9821,8,3,3.729353735449966,148,Rb1 Sb1 F6,RbSbF6,F-Rb-Sb,ABC6,0.0,1.0,4.9025,13248.594663792896,41244.84190643731,,,53.0,1,3,4.624038574500219,0.1695868733527397,0.10310221933539987,0.27391784771739053,0.16309251701996796,2.3856543999999644,1.4287242655999806,
2756,3.636288209101039,0.25,mp-1183996,8,2,7.245456671942577,194,Cu6 F2,Cu3F,Cu-F,AB3,0.4578891224999997,3.0,,2.357570122961274,5.622997933061273,,Ni3Sn,,3,3,,,,0.0,0.0,0.06631674999999859,0.15540789574999922,
2747,2.8764866756265834,0.75,mp-20580,8,3,4.456932644053606,148,Ni1 Rh1 F6,NiRhF6,F-Ni-Rh,ABC6,0.0,0.0,0.006399999999999961,15128.134075403368,54893.76048587927,,,22.0,0,3,-0.11237065578734473,0.17732021629049033,0.38111846641542435,,,0.8285336399999892,0.5738649683599941,
2766,2.9885988274650916,0.75,mp-557539,8,2,4.124211183008263,167,Mo2 F6,MoF3,F-Mo,AB3,0.0,0.0,3.6417,7.904130368596502,25.841434395654037,F3Fe,FeF3,,3,3,-1.0358627352006806,0.1498074052580256,0.37568657849453935,0.00687595508102293,0.04525071012001192,1.6867198200000075,1.0450091811800042,
2765,2.8832025136742168,0.75,mp-1078300,8,2,2.5270899624416576,167,Sc2 F6,ScF3,F-Sc,AB3,0.0004657987500005234,3.0,6.105700000000001,311.3046533037478,1526.734814319728,,AlF3,,2,3,-0.8494872508185836,0.11606189496622044,0.1696070439312649,0.003502895464644863,0.004677990569986079,1.1842526199999952,0.7691546883799975,
2745,2.942844795786696,0.75,mp-9144,8,3,3.195800349726718,148,Li1 As1 F6,LiAsF6,As-F-Li,ABC6,0.0,0.0,,0.8495864494344012,4.3378777268703965,,,22.0,0,3,3.9785102087830637,0.19447502931442728,0.18635089134037797,0.174319784428175,0.0,2.121423440000001,1.2836614685600005,
2768,3.1613745489048193,0.75,mp-557539,8,2,4.124211183008263,167,Mo2 F6,MoF3,F-Mo,AB3,0.0,0.0,3.6417,7.904130368596502,25.841434395654037,F3Fe,FeF3,,1,3,2.5088886993939923,-0.6233509759588989,0.3605584834287052,0.06508507901586477,0.3199113090899941,2.187012349999975,1.3196697801499864,
2764,2.9681896884950443,0.75,mp-557539,8,2,4.124211183008263,167,Mo2 F6,MoF3,F-Mo,AB3,0.0,0.0,3.6417,7.904130368596502,25.841434395654037,F3Fe,FeF3,,2,2,-1.9421808804121383,0.17117831489509716,0.39887666756817364,0.0,0.0,1.6042959399999859,0.9997584710599923,0.7303021099999683
2737,2.9041214634062826,0.75,mp-1540855,8,3,3.760950200990146,148,Zn1 Mo1 F6,ZnMoF6,F-Mo-Zn,ABC6,0.0,0.0,0.0,4.22372931986837,15.340082192372115,,,22.0,0,2,0.5046089230538655,0.14918356739660177,0.19098251031839686,0.03768623744525389,0.0,0.5620561900000212,0.42756884831001163,
2746,2.906035573240892,0.75,mp-1540855,8,3,3.760950200990146,148,Zn1 Mo1 F6,ZnMoF6,F-Mo-Zn,ABC6,0.0,0.0,0.0,4.22372931986837,15.340082192372115,,,22.0,0,3,1.1311485921403346,0.1403849801848509,0.2330530009386238,0.03837017765139211,0.10473898310999108,0.7528375800000049,0.5323078314200027,
2763,2.873138210866076,0.75,mp-1078300,8,2,2.5270899624416576,167,Sc2 F6,ScF3,F-Sc,AB3,0.0004657987500005234,3.0,6.105700000000001,311.3046533037478,1526.734814319728,,AlF3,,3,3,-0.8692873614849077,0.11372384991345008,0.16241482708500188,0.0,0.0,1.1757316900000205,0.7644766978100114,
2769,3.8749686249215616,0.75,mp-1078300,8,2,2.5270899624416576,167,Sc2 F6,ScF3,F-Sc,AB3,0.0004657987500005234,3.0,6.105700000000001,311.3046533037478,1526.734814319728,,AlF3,,1,3,4.280882016710848,-0.8601018254649295,0.49474458758300566,0.3486885560418253,0.9954506045699881,2.988938619999999,1.7599273023799995,
2743,4.487963350049029,0.5,mp-24668,8,3,3.6998175513092737,140,Cs2 H2 F4,CsHF2,Cs-F-H,ABC2,0.0,0.0,6.5123,16427.256479483844,47778.59791800599,F2HK,KHF2,,1,3,2.947187144007046,,,0.9449094440421938,0.22842341819999867,2.875321059999976,1.697551261939987,
2739,3.2238819712048463,0.75,mp-27315,8,3,2.3075033281047483,225,Ca1 Ti1 F6,CaTiF6,Ca-F-Ti,ABC6,0.0,0.0,4.5826,0.8296384510412946,4.10843454117533,,,22.0,0,3,2.363190096038579,0.17012453168928987,-0.2755021611612518,0.20411905769502103,0.0,0.9383738999999878,0.6341672710999933,
2741,4.190676359419863,0.75,mp-27315,8,3,2.3075033281047483,225,Ca1 Ti1 F6,CaTiF6,Ca-F-Ti,ABC6,0.0,0.0,4.5826,0.8296384510412946,4.10843454117533,,,22.0,2,3,5.147886885485605,-0.6827718499993187,0.30484921543283994,0.5652165042269215,0.8918608212000181,2.5628927000000203,1.5260280923000114,
2778,3.122656316600093,0.75,mp-8013,8,3,3.2380615116771474,166,K1 Ru1 F6,KRuF6,F-K-Ru,ABC6,0.0,1.0,1.1656,1051.8108314378449,4138.401527644022,,,53.0,0,3,5.750256825299402,0.07069389562616935,-0.27432706674413554,0.1774174934656857,0.2639745006300227,2.085944540000014,1.2641835524600078,
2775,2.9424768476348464,0.75,mp-8013,8,3,3.2380615116771474,166,K1 Ru1 F6,KRuF6,F-K-Ru,ABC6,0.0,1.0,1.1656,1051.8108314378449,4138.401527644022,,,53.0,0,3,4.331048902061866,0.09798084224401893,-0.21117236933884698,0.10947967475817544,0.0,1.6051166699999726,1.000209051829985,
2762,4.104725,0.25,mp-1183996,8,2,7.245456671942577,194,Cu6 F2,Cu3F,Cu-F,AB3,0.4578891224999997,3.0,,2.357570122961274,5.622997933061273,,Ni3Sn,,1,3,,,,0.12882278960356877,0.05220332297999533,0.1614047699999901,0.20761121872999455,
2799,2.830759183469319,0.75,mp-7660,8,3,4.793794997083684,166,Ba1 Rh1 F6,BaRhF6,Ba-F-Rh,ABC6,0.0,1.0,0.0,15127.352019585638,42705.7403822935,,,53.0,0,2,2.535322626870993,0.11427199303011149,-0.20134568610651415,0.05531220268486671,0.03335131628999066,1.0133144700000116,0.6753096440300064,
2783,3.126986388078789,0.75,mp-559161,8,3,3.9684889953534133,148,Cr1 Cd1 F6,CrCdF6,Cd-Cr-F,ABC6,0.0,0.0,0.0,1.0053877409805594,3.6113387224752245,,,22.0,0,3,3.887425344407575,-0.43262143771695816,0.10410883428644091,0.1905307074387528,0.16510972968001658,1.398793459999979,0.8869376095399885,
2788,3.2042814249219576,0.75,mp-559161,8,3,3.9684889953534133,148,Cr1 Cd1 F6,CrCdF6,Cd-Cr-F,ABC6,0.0,0.0,0.0,1.0053877409805594,3.6113387224752245,,,22.0,0,3,2.247508151592683,0.21863313792924122,0.21233892167985902,0.21995907823218622,0.0,1.0980471399999487,0.7218278798599719,
2779,3.577262356519504,0.75,mp-8013,8,3,3.2380615116771474,166,K1 Ru1 F6,KRuF6,F-K-Ru,ABC6,0.0,1.0,1.1656,1051.8108314378449,4138.401527644022,,,53.0,3,3,4.556636535871348,0.2307808850442219,0.22231056751587763,0.34882960218569353,0.3648860259300135,2.2697542399999975,1.3650950777599986,
2801,2.9318958393242562,0.75,mp-3980,8,3,3.564597378213985,148,Li1 Sb1 F6,LiSbF6,F-Li-Sb,ABC6,0.0,0.0,4.9375,1.479730170816637,6.097167243101277,,,22.0,0,3,3.5446743241045624,0.14658094925438636,0.22836576425907174,,,1.982694379999998,1.207499214619999,
2800,2.833993084596485,0.75,mp-7660,8,3,4.793794997083684,166,Ba1 Rh1 F6,BaRhF6,Ba-F-Rh,ABC6,0.0,1.0,0.0,15127.352019585638,42705.7403822935,,,53.0,0,3,,0.11248411343676024,0.10999161081167186,0.056517806941740314,0.0,0.9525652600000285,0.6419583277400157,
2803,2.847643568068356,0.75,mp-7660,8,3,4.793794997083684,166,Ba1 Rh1 F6,BaRhF6,Ba-F-Rh,ABC6,0.0,1.0,0.0,15127.352019585638,42705.7403822935,,,53.0,0,3,2.081219184284919,0.1474399687184147,-0.17812212731991917,0.06160673215464331,0.0026612829899947954,0.957412770000019,0.6446196107300105,
2786,4.256780236641963,0.75,mp-1078300,8,2,2.5270899624416576,167,Sc2 F6,ScF3,F-Sc,AB3,0.0004657987500005234,3.0,6.105700000000001,311.3046533037478,1526.734814319728,,AlF3,,1,3,4.48483395069934,-0.8736146340166746,0.5794895272934126,0.48157865171366154,1.278771980490002,3.505006700000024,2.043248678300013,
2810,3.0388879406585305,0.75,mp-13984,8,3,4.72639369158253,148,Cd1 Pd1 F6,CdPdF6,Cd-F-Pd,ABC6,0.0,0.0,1.8435000000000001,5268.306622580714,15829.229492094322,,,22.0,0,3,3.132668291916616,-0.41222076284661124,0.14800998010723365,0.10461421061891198,0.0,1.3998446499999773,0.8875147128499876,
2804,3.474091861118119,0.75,mp-7660,8,3,4.793794997083684,166,Ba1 Rh1 F6,BaRhF6,Ba-F-Rh,ABC6,0.0,1.0,0.0,15127.352019585638,42705.7403822935,,,53.0,3,3,2.1574476351725025,0.2843551484342792,0.29031193737166516,0.2951478019380121,0.46348438364998146,1.796799109999995,1.1054427113899972,
2833,2.6461318055490404,0.75,mp-555718,8,3,4.246523917222251,166,Sr1 Ni1 F6,SrNiF6,F-Ni-Sr,ABC6,0.0,1.0,1.7308,1.5977392307758558,6.1379784447204155,,,53.0,0,3,2.9164632338763568,0.05790439101073086,-0.27268323731137745,0.06651707951965846,0.0,0.73123271999998,0.520446763279989,
2826,2.906876725863758,0.75,mvc-15861,8,3,4.48453761343703,148,Mg1 W1 F6,MgWF6,F-Mg-W,ABC6,0.0,0.0,2.9617999999999998,6.75568196899338,20.971559067007426,,,22.0,0,3,-2.992228243065483,0.06021367969925806,0.2004977477540284,0.03722609554477574,0.0,0.609829110000021,0.4537961813900116,
2815,3.168209645512649,0.75,mp-13984,8,3,4.72639369158253,148,Cd1 Pd1 F6,CdPdF6,Cd-F-Pd,ABC6,0.0,0.0,1.8435000000000001,5268.306622580714,15829.229492094322,,,22.0,0,3,4.331914263726048,-0.48615543261022065,0.14265021680290468,0.15162173301289938,0.32796520497001236,1.99723118,1.21547991782,
2819,2.843815308217556,0.75,mvc-15861,8,3,4.48453761343703,148,Mg1 W1 F6,MgWF6,F-Mg-W,ABC6,0.0,0.0,2.9617999999999998,6.75568196899338,20.971559067007426,,,22.0,0,2,0.2989852610435264,0.13608037691188457,0.16572549519789304,0.014724643239379958,0.07763508917998546,0.7512409299999945,0.5314312705699971,
2835,3.279796460447326,0.5,mp-29764,8,3,3.1556395062670344,140,Rb2 H2 F4,RbHF2,F-H-Rb,ABC2,0.0,0.0,6.7,26495.50249236447,106431.10978213565,F2HK,KHF2,,2,2,1.9289182701202208,,,0.42294561693996535,0.0,2.2422667999999817,1.35000447319999,
2840,2.753681320285957,0.75,mp-555718,8,3,4.246523917222251,166,Sr1 Ni1 F6,SrNiF6,F-Ni-Sr,ABC6,0.0,1.0,1.7308,1.5977392307758558,6.1379784447204155,,,53.0,0,3,2.7393104104764916,-0.07239666337303174,-0.17612026437451878,0.10986465355978582,0.1256150704500315,0.9600397700000372,0.6460618337300205,
2777,4.212110276145917,0.75,mp-557539,8,2,4.124211183008263,167,Mo2 F6,MoF3,F-Mo,AB3,0.0,0.0,3.6417,7.904130368596502,25.841434395654037,F3Fe,FeF3,,1,3,7.361444563013947,0.1433714762530891,1.2658886204661568,0.4190839259608018,5.3596575619200095,11.366878020000001,6.359416032980001,
2785,4.070353782362908,0.75,mp-1078300,8,2,2.5270899624416576,167,Sc2 F6,ScF3,F-Sc,AB3,0.0004657987500005234,3.0,6.105700000000001,311.3046533037478,1526.734814319728,,AlF3,,1,3,7.792387431824068,0.10216028004005229,1.1516512448410983,0.4166926488148108,4.191301059840015,8.810159850000048,4.955777757650027,
2829,2.847881616956266,0.75,mp-554955,8,3,2.967903147603477,148,Mg1 Cr1 F6,MgCrF6,Cr-F-Mg,ABC6,0.0,0.0,1.6623999999999999,0.754893311067125,3.9670360218975014,,,22.0,0,3,1.0534006072239208,0.1589103399678924,0.19924547703180906,,,1.0146857199999886,0.6760624602799937,
2838,4.143324682139045,0.5,mp-29764,8,3,3.1556395062670344,140,Rb2 H2 F4,RbHF2,F-H-Rb,ABC2,0.0,0.0,6.7,26495.50249236447,106431.10978213565,F2HK,KHF2,,1,3,2.6464687075322786,,,0.7975888952587076,0.45035559764998667,3.0625866499999574,1.8003600708499767,
2837,4.017969703728484,0.5,mp-29764,8,3,3.1556395062670344,140,Rb2 H2 F4,RbHF2,F-H-Rb,ABC2,0.0,0.0,6.7,26495.50249236447,106431.10978213565,F2HK,KHF2,,1,3,2.816223427544344,,,0.7432034115123831,0.21623816556002318,2.636143240000024,1.5662426387600132,0.5852950299999975
2839,4.638332636187882,0.5,mp-29764,8,3,3.1556395062670344,140,Rb2 H2 F4,RbHF2,F-H-Rb,ABC2,0.0,0.0,6.7,26495.50249236447,106431.10978213565,F2HK,KHF2,,1,3,3.0226937624377115,,,1.0123489899958502,1.4580997945200127,4.8981862800000044,2.8081042677200028,3.02625938999995
2852,3.2694016593580617,0.75,mp-555718,8,3,4.246523917222251,166,Sr1 Ni1 F6,SrNiF6,F-Ni-Sr,ABC6,0.0,1.0,1.7308,1.5977392307758558,6.1379784447204155,,,53.0,3,3,2.7064606266792453,0.2184448757210864,0.20182610423510283,0.3177244996652014,0.6161270919300366,1.8535042900000462,1.1365738552100255,
2859,2.8416368046999856,0.75,mp-7921,8,3,3.940071340614827,148,Mg1 Pd1 F6,MgPdF6,F-Mg-Pd,ABC6,0.0,0.0,1.8762999999999999,5268.056128150801,21527.27501680584,,,22.0,0,3,1.0350750662360042,0.15274091709432835,0.3385217862832488,0.03207952431769615,0.07507138545000525,1.0107509300000288,0.6739022605700159,
2851,3.3115618102662583,0.5,mp-720,8,2,7.625370988532798,57,Tl4 F4,TlF,F-Tl,AB,0.0,0.0,3.2634999999999996,3433.7792670609115,3842.9504510192487,TlF-II,TlF,,1,2,0.043839933509389084,0.18246728561686698,0.3154942240745662,0.00136002810490724,0.04040706978000025,0.6316543099999876,0.4657782161899932,
2861,2.8745647492594797,0.75,mp-7921,8,3,3.940071340614827,148,Mg1 Pd1 F6,MgPdF6,F-Mg-Pd,ABC6,0.0,0.0,1.8762999999999999,5268.056128150801,21527.27501680584,,,22.0,0,3,-0.07108155027935936,0.1759571054645932,0.36382545066106564,0.04403891944571292,0.0,0.8740088800000194,0.5988308751200107,
2862,3.1865457714880137,0.75,mp-27422,8,3,4.500705150800435,148,Cs1 Bi1 F6,CsBiF6,Bi-Cs-F,ABC6,0.0,1.0,2.7486,8215.095782296366,18020.45051678788,,,53.0,0,3,3.9622348664870515,0.15158356506072224,-0.24343840924015936,,,1.5551128800000242,0.9727569711200134,
2875,2.8412813227145812,0.75,mp-1540758,8,3,3.083196274070688,148,Mg1 Co1 F6,MgCoF6,Co-F-Mg,ABC6,0.0,0.0,1.1381999999999999,2.199138766568024,11.150201385575622,,,22.0,0,3,1.0264104478956142,0.15791314156994884,0.20855886360944398,,,1.363264249999986,0.8674320732499924,
2843,3.307064110131749,0.5,mp-720,8,2,7.625370988532798,57,Tl4 F4,TlF,F-Tl,AB,0.0,0.0,3.2634999999999996,3433.7792670609115,3842.9504510192487,TlF-II,TlF,,1,1,-0.6829276227056766,0.15152540242487422,0.29546878274902566,0.0,0.0,0.5580530899999872,0.42537114640999296,
2869,3.23062897613352,0.75,mp-36508,8,3,5.14696254953874,148,Sn1 Hg1 F6,SnHgF6,F-Hg-Sn,ABC6,0.0,0.0,2.4327,8.487437368394923,19.588333817762845,,,22.0,0,2,1.016068268324716,0.23156815980732004,0.25708040584689984,,,1.1854947100000004,0.7698365957900003,
2855,3.4320485882813867,0.5,mp-720,8,2,7.625370988532798,57,Tl4 F4,TlF,F-Tl,AB,0.0,0.0,3.2634999999999996,3433.7792670609115,3842.9504510192487,TlF-II,TlF,,1,2,0.0910280088746731,0.17919866540889284,0.3657459822532978,0.037793182710527624,0.01224000441000006,0.5803481799999872,0.437611150819993,
2894,3.4531196912913824,0.75,mp-14006,8,3,4.598364853173074,166,Ba1 Ge1 F6,BaGeF6,Ba-F-Ge,ABC6,0.0,1.0,,66.63648479029986,205.6951959238475,,,53.0,3,3,2.9316167300355573,0.2581771990401103,0.18639989531878287,0.35820844314213207,0.4884581356200115,2.384314080000024,1.4279884299200134,
2888,3.0263945994762436,0.75,mp-1206098,8,3,2.950322277498775,225,Zr1 Mn1 F6,ZrMnF6,F-Mn-Zr,ABC6,0.0,0.0,4.4939,3.5664264119955194,13.708985706497874,,,22.0,0,3,1.3280884736350345,0.12825572127617102,0.04506543711253652,0.04727569023899746,0.0,1.5614177799999993,0.9762183612199997,
2891,2.8604416469017746,0.75,mp-14006,8,3,4.598364853173074,166,Ba1 Ge1 F6,BaGeF6,Ba-F-Ge,ABC6,0.0,1.0,,66.63648479029986,205.6951959238475,,,53.0,0,3,2.7953281984321166,0.10888749498486772,-0.22464189112182797,0.12509161085130302,0.02587775183998875,1.541726859999983,0.9654080461399906,
2896,2.7388361654410733,0.75,mp-560338,8,2,3.5670836247484767,167,Cr2 F6,CrF3,Cr-F,AB3,0.0,0.0,3.0873,1.187269050917705,5.446622559565978,F3Fe,FeF3,,2,2,-1.804140175413977,0.14696585690111874,0.31062139198260663,0.0,0.0,0.9611273699999856,0.6466589261299921,
2893,2.9709240145427565,0.75,mp-14006,8,3,4.598364853173074,166,Ba1 Ge1 F6,BaGeF6,Ba-F-Ge,ABC6,0.0,1.0,,66.63648479029986,205.6951959238475,,,53.0,0,3,3.0509664034100297,0.09887043437053289,-0.30292216164738894,0.16854741255048958,0.0,1.4945907000000034,0.9395302943000019,
2892,4.184481221362985,0.75,mp-1206098,8,3,2.950322277498775,225,Zr1 Mn1 F6,ZrMnF6,F-Mn-Zr,ABC6,0.0,0.0,4.4939,3.5664264119955194,13.708985706497874,,,22.0,2,3,4.333735789833099,-0.8399142958790016,0.5012756395800442,0.44802844287174487,0.874202713830011,3.1537724500000195,1.8504210750500107,
2904,2.795187266739082,0.75,mp-559931,8,2,3.2334634597297343,167,V2 F6,VF3,F-V,AB3,0.0,3.0,1.6357,36.58197335868605,169.46029532906937,F3Fe,FeF3,,2,2,-1.5333892643918716,0.14100632132571245,0.2885549319280303,0.0,0.0,0.3687550899999792,0.3214465444099886,0.5412564100000168
2857,4.613011975397621,0.5,mp-720,8,2,7.625370988532798,57,Tl4 F4,TlF,F-Tl,AB,0.0,0.0,3.2634999999999996,3433.7792670609115,3842.9504510192487,TlF-II,TlF,,1,2,-1.096818849072406,0.14548677467980164,0.44217518228508856,0.3948964464477359,0.4337716307400161,1.3481653500000164,0.8591427771500091,
2909,3.024282960768764,0.75,mp-560338,8,2,3.5670836247484767,167,Cr2 F6,CrF3,Cr-F,AB3,0.0,0.0,3.0873,1.187269050917705,5.446622559565978,F3Fe,FeF3,,1,3,3.0900698833402203,-0.6297546772634508,0.3334285348320303,0.10422193153774174,0.5912404388100082,2.0380680600000005,1.2378993649400003,
2906,3.4306499224272353,0.25,mp-560119,8,3,4.876583908098343,15,Tb2 Cl4 F2,TbCl2F,Cl-F-Tb,ABC2,0.004330024583334868,3.0,4.9106000000000005,209.2273032354715,420.4225994220372,,,2562.0,1,1,0.6883657852622491,0.11701727351953295,0.3426025124349259,,,1.7857883500000185,1.0993978041500103,
2918,3.183732363502861,0.75,mp-559931,8,2,3.2334634597297343,167,V2 F6,VF3,F-V,AB3,0.0,3.0,1.6357,36.58197335868605,169.46029532906937,F3Fe,FeF3,,1,3,3.436290241226061,-0.6979054391012318,0.36883614027659073,0.139005032466774,0.8128895264100215,1.849428180000018,1.13433607082001,
2930,2.843225464565216,0.75,mp-1538990,8,3,3.5387934641703036,148,Mg1 Ni1 F6,MgNiF6,F-Mg-Ni,ABC6,0.0,0.0,2.0593,1.081968230954095,5.492536255215037,,,22.0,0,3,3.735087477680736,-0.47711082217806844,0.17763431838366417,0.11883467513930135,0.22474884042000498,1.4307366200000047,0.9044744043800026,
2905,2.7665129371505635,0.75,mp-560338,8,2,3.5670836247484767,167,Cr2 F6,CrF3,Cr-F,AB3,0.0,0.0,3.0873,1.187269050917705,5.446622559565978,F3Fe,FeF3,,3,3,-1.0423901085553098,0.13295787280550764,0.3040699337436812,0.010105303872761203,0.07336356174000858,1.0947586300000012,0.7200224878700007,0.9320447099999569
